,value,metric,type
0,-0.4502908005226609,kde,best_of
1,0.20526292150283998,kde,best_of
2,-0.19804256607223336,kde,best_of
3,-0.6110272546860526,kde,best_of
4,-0.7299574814549703,kde,best_of
5,1.5212189812751946,kde,best_of
6,-0.8450138631821699,kde,best_of
7,-0.036249693954080925,kde,best_of
8,-1.447614562797229,kde,best_of
9,2.1263498879320726,kde,best_of
10,0.32210461742258883,kde,best_of
11,1.590016626187658,kde,best_of
12,0.8226021637279891,kde,best_of
13,1.9664761061503357,kde,best_of
14,0.2300066535742426,kde,best_of
15,-1.3814705919130057,kde,best_of
16,0.16193412256289486,kde,best_of
17,-3.048829091519174,kde,best_of
18,-1.1279243553549416,kde,best_of
19,0.06567403994583798,kde,best_of
20,15.244486794698645,kde,best_of
21,-0.1311500849407625,kde,best_of
22,0.9301802894917648,kde,best_of
23,-0.3101995546394205,kde,best_of
24,-0.16153512719857643,kde,best_of
25,2.512099180252447,kde,best_of
26,1.377592642528914,kde,best_of
27,-0.795361618345816,kde,best_of
28,0.2446522627484576,kde,best_of
29,-0.34595443277167415,kde,best_of
30,-0.8354224815970234,kde,best_of
31,-1.0496606046415056,kde,best_of
32,0.3129865823026947,kde,best_of
33,0.9995331599627404,kde,best_of
34,0.9208304364279605,kde,best_of
35,0.6903945839883101,kde,best_of
36,-0.8288852641347109,kde,best_of
37,0.12554886357600853,kde,best_of
38,-0.35300372778094147,kde,best_of
39,16.07362814203766,kde,best_of
40,-0.9255890321938742,kde,best_of
41,-0.9407802898849109,kde,best_of
42,2.025178497681379,kde,best_of
43,0.3030360877181473,kde,best_of
44,-0.3083986198705759,kde,best_of
45,3.6681974536932542,kde,best_of
46,7.3157515325997835,kde,best_of
47,1.228535214723745,kde,best_of
48,3.3061708082905996,kde,best_of
49,0.8263128298467421,kde,best_of
50,-0.990034130034086,kde,best_of
51,6.42644601734243,kde,best_of
52,1.684538037962544,kde,best_of
53,-0.5130220406027804,kde,best_of
54,0.8235646458710435,kde,best_of
55,4.764539173077724,kde,best_of
56,2.0967632735347634,kde,best_of
57,-0.8925681109898306,kde,best_of
58,0.4599993945203251,kde,best_of
59,-0.5644406796781308,kde,best_of
60,-1.3093612280177276,kde,best_of
61,-0.55972999126703,kde,best_of
62,-0.3699909478828043,kde,best_of
63,0.05493621954196393,kde,best_of
64,-0.1583617494468552,kde,best_of
65,-0.8075985031530805,kde,best_of
66,0.5424899511625256,kde,best_of
67,1.2192345302311138,kde,best_of
68,0.5837844058759167,kde,best_of
69,-0.26920246604247844,kde,best_of
70,-0.007217581185712307,kde,best_of
71,-0.7732974819708747,kde,best_of
72,-0.7458080148790345,kde,best_of
73,-2.4548869812236336,kde,best_of
74,0.3378770249645898,kde,best_of
75,2.4285916992507235,kde,best_of
76,-0.2422114820283374,kde,best_of
77,0.13497215430528853,kde,best_of
78,-0.17661025965246058,kde,best_of
79,0.23995974712755805,kde,best_of
80,-1.4101256502916952,kde,best_of
81,-0.09415660088518221,kde,best_of
82,-1.2686416221477255,kde,best_of
83,0.8063163269720779,kde,best_of
84,-0.820720594794781,kde,best_of
85,-0.07704503242071695,kde,best_of
86,1.0374821757095747,kde,best_of
87,5.25800080212553,kde,best_of
88,-0.6933908512446517,kde,best_of
89,0.02573959013227345,kde,best_of
90,0.12202179707823482,kde,best_of
91,7.976232040392875,kde,best_of
92,-1.0876504002816587,kde,best_of
93,-0.8392976435939686,kde,best_of
94,0.2689537953178327,kde,best_of
95,0.4096850539589054,kde,best_of
96,0.7415893370740168,kde,best_of
97,0.8016189298556762,kde,best_of
98,2.2057822917261634,kde,best_of
99,1.2787948291988747,kde,best_of
100,1.6175525079674271,kde,best_of
101,0.6061827200360703,kde,best_of
102,-0.3835902373380822,kde,best_of
103,1.3391524057365787,kde,best_of
104,1.1856549221110562,kde,best_of
105,-0.12024498767049603,kde,best_of
106,1.3086613655263233,kde,best_of
107,0.552489259746848,kde,best_of
108,0.26280713841053777,kde,best_of
109,-1.0376530501032777,kde,best_of
110,1.5734165806725229,kde,best_of
111,-0.19821691682409348,kde,best_of
112,-1.1842156286428482,kde,best_of
113,0.4538517214896648,kde,best_of
114,0.28752762769684126,kde,best_of
115,-0.04012508706048448,kde,best_of
116,0.04867040584803317,kde,best_of
117,0.27221343104441037,kde,best_of
118,1.7283094038885085,kde,best_of
119,-0.0019846727334901226,kde,best_of
120,13.222275981618315,kde,best_of
121,1.6499639257516208,kde,best_of
122,1.1531496510705703,kde,best_of
123,-0.6094626458644,kde,best_of
124,-1.0691435954768007,kde,best_of
125,-1.025480469314404,kde,best_of
126,0.8958894084081863,kde,best_of
127,0.2765462963205351,kde,best_of
128,-0.6166051182937344,kde,best_of
129,1.7693046697962078,kde,best_of
130,0.41957446186223457,kde,best_of
131,1.0308520903440797,kde,best_of
132,-1.2667033550162592,kde,best_of
133,-0.508909288346073,kde,best_of
134,-0.24719927621638027,kde,best_of
135,0.07494674353171277,kde,best_of
136,-0.49814542638354053,kde,best_of
137,-1.221846936913903,kde,best_of
138,0.7767888718399143,kde,best_of
139,3.654733340713446,kde,best_of
140,-0.3323287363034111,kde,best_of
141,-0.11630336065759256,kde,best_of
142,1.351567649156029,kde,best_of
143,0.14844568127323582,kde,best_of
144,-0.9494678166205338,kde,best_of
145,0.12650096720830978,kde,best_of
146,-0.8902151649252,kde,best_of
147,1.106802878423633,kde,best_of
148,0.3404522814526235,kde,best_of
149,5.124946069708308,kde,best_of
150,1.7179401590876129,kde,best_of
151,1.3977888657440825,kde,best_of
152,4.334765211734494,kde,best_of
153,-0.8890645751371606,kde,best_of
154,1.1783846032754919,kde,best_of
155,1.030655443419198,kde,best_of
156,-0.9815274328472644,kde,best_of
157,2.1247313521553175,kde,best_of
158,0.3548658230205586,kde,best_of
159,0.1572126162147183,kde,best_of
160,0.5281779391891033,kde,best_of
161,-0.8002560345583539,kde,best_of
162,1.3628310000000112,kde,best_of
163,0.33259134887263403,kde,best_of
164,-0.9728707268726295,kde,best_of
165,0.4143696195085248,kde,best_of
166,1.1971338387808437,kde,best_of
167,-0.18686974308870144,kde,best_of
168,0.30720130064505236,kde,best_of
169,0.37913552227490577,kde,best_of
170,-0.2520055452650656,kde,best_of
171,9.472491049278377,kde,best_of
172,2.7787840627187887,kde,best_of
173,0.29796957209601915,kde,best_of
174,-0.42322080324038935,kde,best_of
175,-0.39983616184659776,kde,best_of
176,-1.370504132509915,kde,best_of
177,0.10612815515863377,kde,best_of
178,-0.007318641265112863,kde,best_of
179,0.5692115246753419,kde,best_of
180,-0.030226715149763383,kde,best_of
181,0.6198380902908669,kde,best_of
182,1.8599089867712142,kde,best_of
183,-0.6898549687181,kde,best_of
184,0.43876338854000896,kde,best_of
185,-0.789087404463044,kde,best_of
186,0.3081809032738808,kde,best_of
187,-0.42195328155178835,kde,best_of
188,-0.9170497608367169,kde,best_of
189,0.1370157522526714,kde,best_of
190,-0.63844187284871,kde,best_of
191,0.17327859547815733,kde,best_of
192,0.4643939270789911,kde,best_of
193,-0.7372406085903105,kde,best_of
194,-1.5965742102367086,kde,best_of
195,0.5667603721256673,kde,best_of
196,0.6676273875572899,kde,best_of
197,3.688192682212483,kde,best_of
198,0.6236482427815468,kde,best_of
199,4.572510829962373,kde,best_of
200,2.25697573968813,kde,best_of
201,2.1861998925177404,kde,best_of
202,18.263986528055103,kde,best_of
203,0.41607093951543833,kde,best_of
204,1.6399479217554562,kde,best_of
205,1.284898957857621,kde,best_of
206,-0.5709438845622605,kde,best_of
207,1.1884981122001546,kde,best_of
208,0.3309816444281851,kde,best_of
209,-0.1836754922556152,kde,best_of
210,0.5035147879107527,kde,best_of
211,0.6168495694397076,kde,best_of
212,-0.19962965035794525,kde,best_of
213,-0.8574969518669,kde,best_of
214,-0.6506447567915908,kde,best_of
215,2.210613582603266,kde,best_of
216,0.3522121101801305,kde,best_of
217,-0.4787282307286739,kde,best_of
218,0.50112729876976,kde,best_of
219,-0.8072189031403064,kde,best_of
220,-0.22576901943955904,kde,best_of
221,0.48219850649805773,kde,best_of
222,3.0189251166898674,kde,best_of
223,0.35789294937356375,kde,best_of
224,18.172218770138343,kde,best_of
225,6.98684343613178,kde,best_of
