,value,metric,type
0,-0.5576636668450872,kde,best_of
1,-0.2227736528406631,kde,best_of
2,-0.5374946954439993,kde,best_of
3,-0.20710615633953022,kde,best_of
4,-0.4269779467034027,kde,best_of
5,-0.08636616099413261,kde,best_of
6,-1.2474711444143771,kde,best_of
7,-0.8362327839528477,kde,best_of
8,-0.39444873955664606,kde,best_of
9,-0.7574844417353073,kde,best_of
10,0.42442777707276563,kde,best_of
11,0.08296778751938061,kde,best_of
12,0.44765981789819176,kde,best_of
13,0.4155029839884088,kde,best_of
14,-0.3273317711670384,kde,best_of
15,0.007713172934188356,kde,best_of
16,-0.45589391379427757,kde,best_of
17,-1.0024340648852446,kde,best_of
18,-0.1709667456233082,kde,best_of
19,0.3749890696681524,kde,best_of
20,4.914860446548497,kde,best_of
21,-0.3889117766432145,kde,best_of
22,1.0081268908861365,kde,best_of
23,-0.41173121043452887,kde,best_of
24,-0.3023718380275565,kde,best_of
25,0.5361634210983663,kde,best_of
26,0.5925623241087936,kde,best_of
27,0.5817831405492457,kde,best_of
28,-0.8318104072319297,kde,best_of
29,-0.29510275713887957,kde,best_of
30,-0.72488995588855,kde,best_of
31,-0.8434158254481827,kde,best_of
32,-0.21932349981618884,kde,best_of
33,1.5465510776672806,kde,best_of
34,0.4744361583206139,kde,best_of
35,0.5259506028304375,kde,best_of
36,-0.6595904990984953,kde,best_of
37,-0.49075910511342047,kde,best_of
38,0.13304147541192166,kde,best_of
39,2.621968009189038,kde,best_of
40,-0.8188896736561597,kde,best_of
41,-0.6951421192453291,kde,best_of
42,1.5501644983442147,kde,best_of
43,0.1458266327239732,kde,best_of
44,-0.17002897938633174,kde,best_of
45,0.8875907538898915,kde,best_of
46,2.2105589450308565,kde,best_of
47,0.7247900125968408,kde,best_of
48,7.259296074075522,kde,best_of
49,0.5632787054512682,kde,best_of
50,-0.12988522615805878,kde,best_of
51,1.29812702151036,kde,best_of
52,1.0628428398819045,kde,best_of
53,-0.5214435875904034,kde,best_of
54,0.9061533018861188,kde,best_of
55,2.6372068362147676,kde,best_of
56,1.6422126906368384,kde,best_of
57,-0.7397307196419073,kde,best_of
58,0.725358829356676,kde,best_of
59,-0.4391998455526174,kde,best_of
60,-0.8190052740101748,kde,best_of
61,-0.6553361505393397,kde,best_of
62,-0.5413071009633513,kde,best_of
63,-0.8594840620566926,kde,best_of
64,-0.9859862121662116,kde,best_of
65,-0.8513446006323225,kde,best_of
66,1.872604982559095,kde,best_of
67,3.687855872053641,kde,best_of
68,0.7465771928499462,kde,best_of
69,0.4794530326569248,kde,best_of
70,-0.20141791830071157,kde,best_of
71,-0.2596895100574504,kde,best_of
72,-0.5861585511249804,kde,best_of
73,-0.8581375018347267,kde,best_of
74,0.005852591574920574,kde,best_of
75,10.099789467714233,kde,best_of
76,-0.4894148470826567,kde,best_of
77,0.9776623890067546,kde,best_of
78,0.02091447473766106,kde,best_of
79,0.8881263552802998,kde,best_of
80,-0.39619619584240096,kde,best_of
81,0.14895088735593773,kde,best_of
82,-0.902539033698281,kde,best_of
83,0.41531903679893994,kde,best_of
84,-0.6326022263520907,kde,best_of
85,-0.055175288044911425,kde,best_of
86,-0.09757263489218662,kde,best_of
87,2.537411236882637,kde,best_of
88,-0.3463012776139309,kde,best_of
89,0.12833282771981544,kde,best_of
90,-0.3476468017801484,kde,best_of
91,3.537324783344384,kde,best_of
92,0.21519846926136096,kde,best_of
93,-0.12679315662428506,kde,best_of
94,0.09471044315601512,kde,best_of
95,0.21394969767630265,kde,best_of
96,-0.1376970863162422,kde,best_of
97,-0.4198770715468404,kde,best_of
98,2.2102511654499883,kde,best_of
99,1.1414486230504197,kde,best_of
100,0.7925964475174642,kde,best_of
101,2.3760402029854006,kde,best_of
102,-0.3976370011729057,kde,best_of
103,-0.7662309589017869,kde,best_of
104,0.38202796587450877,kde,best_of
105,-0.18104252568826218,kde,best_of
106,1.4052270737063768,kde,best_of
107,0.1586216224072316,kde,best_of
108,-0.11196466884489173,kde,best_of
109,0.09323330490953693,kde,best_of
110,1.4708581950263129,kde,best_of
111,-0.4552376185860594,kde,best_of
112,-0.29103094197238655,kde,best_of
113,0.14174990198238954,kde,best_of
114,-0.23162318114678312,kde,best_of
115,-0.5826771466903539,kde,best_of
116,-0.44991040313751884,kde,best_of
117,-0.06483423034575231,kde,best_of
118,0.07461618708041942,kde,best_of
119,0.22076747502559246,kde,best_of
120,1.8180676846307082,kde,best_of
121,0.7426051214505998,kde,best_of
122,-0.08633374839079092,kde,best_of
123,-0.2594300050966559,kde,best_of
124,7.350400264700065,kde,best_of
125,-0.5034439608053116,kde,best_of
126,1.0009395503289586,kde,best_of
127,-0.4280861995953671,kde,best_of
128,0.2657193324056225,kde,best_of
129,2.558866749389704,kde,best_of
130,0.01705982096528119,kde,best_of
131,0.7562982677967197,kde,best_of
132,-0.2520612227059117,kde,best_of
133,0.1798128615664537,kde,best_of
134,0.03897294015461175,kde,best_of
135,0.5244758195354607,kde,best_of
136,-0.9120469811740258,kde,best_of
137,-0.6691063073674586,kde,best_of
138,1.0388046431754658,kde,best_of
139,4.605902442846613,kde,best_of
140,-0.2937107033149683,kde,best_of
