,value,metric,type
0,0.19426110253136192,fde,ml
1,0.27324140758951604,fde,ml
2,0.6041530009305617,fde,ml
3,0.5845105523827181,fde,ml
4,0.9349708178103733,fde,ml
5,0.5508815007429279,fde,ml
6,0.3913282923231838,fde,ml
7,0.39601296214506243,fde,ml
8,0.8085631332432238,fde,ml
9,1.8972119470104134,fde,ml
10,1.196627596175999,fde,ml
11,1.8371904628248779,fde,ml
12,1.9278688981300043,fde,ml
13,0.5133306007448758,fde,ml
14,1.6522375330971755,fde,ml
15,0.8347354598068528,fde,ml
16,1.002552013046109,fde,ml
17,0.841580291922464,fde,ml
18,0.5994149482435484,fde,ml
19,1.0054205108909164,fde,ml
20,1.977282298971865,fde,ml
21,0.9920933097525906,fde,ml
22,1.7222182193277265,fde,ml
23,1.781347587622006,fde,ml
24,1.2800208950764052,fde,ml
25,1.1837658914911109,fde,ml
26,0.32488705403576046,fde,ml
27,1.3353927308221731,fde,ml
28,0.33127586366195105,fde,ml
29,1.2465793001058163,fde,ml
30,1.0142936322972522,fde,ml
31,1.5288525496786955,fde,ml
32,1.9058328817495491,fde,ml
33,2.913288940429819,fde,ml
34,0.5836668019679971,fde,ml
35,2.164382323312831,fde,ml
36,1.778622579755732,fde,ml
37,1.256912490374941,fde,ml
38,0.662909702656739,fde,ml
39,1.4315359083281665,fde,ml
40,0.5269238399817441,fde,ml
41,0.5252407940815206,fde,ml
42,1.3879847677451291,fde,ml
43,1.9078875538880773,fde,ml
44,1.0118826014382396,fde,ml
45,0.8702839970954911,fde,ml
46,1.6356978089950334,fde,ml
47,1.8207220075071717,fde,ml
48,1.2636115145214717,fde,ml
49,1.8261707666393503,fde,ml
50,0.7093932649387596,fde,ml
51,1.753813932855233,fde,ml
52,1.5529820265408363,fde,ml
53,0.6592869504355257,fde,ml
54,3.8387507868671342,fde,ml
55,2.0726243336241934,fde,ml
56,1.3646261858315532,fde,ml
57,0.12712928564700574,fde,ml
58,1.5268016477558601,fde,ml
59,0.5492098892712418,fde,ml
60,0.7390657528950659,fde,ml
61,0.9978459647692787,fde,ml
62,0.44002431069079256,fde,ml
63,0.3186264503100686,fde,ml
64,0.36575274059248053,fde,ml
65,1.0123683659324978,fde,ml
66,2.4029285272669214,fde,ml
67,1.2473071840690888,fde,ml
68,2.1629535384854273,fde,ml
69,2.001014228320929,fde,ml
70,1.4665267894182552,fde,ml
71,0.7907391532799868,fde,ml
72,1.0128558524564042,fde,ml
73,0.5722233228635438,fde,ml
74,0.8718313301529552,fde,ml
75,1.7422433448057306,fde,ml
76,1.0603661085259588,fde,ml
77,1.7442072860684066,fde,ml
78,1.321628986196622,fde,ml
79,1.211864584179933,fde,ml
80,0.24922392698668783,fde,ml
81,1.2584754980562052,fde,ml
82,0.38348753115380163,fde,ml
83,1.2900077503848264,fde,ml
84,0.9443273001596412,fde,ml
85,1.5291216405228276,fde,ml
86,1.7496712684476297,fde,ml
87,2.7240317298079937,fde,ml
88,2.18699845394631,fde,ml
89,1.6267399520338643,fde,ml
90,0.6598614879174973,fde,ml
91,1.7947903240276997,fde,ml
92,0.3764516795287293,fde,ml
93,0.2417997701684946,fde,ml
94,1.2587049300481818,fde,ml
95,1.7740042836981396,fde,ml
96,1.119413121492855,fde,ml
97,0.6228849776163445,fde,ml
98,1.7036284666930062,fde,ml
99,2.0501625092278584,fde,ml
100,1.140776044630764,fde,ml
101,1.9724290513966098,fde,ml
102,0.7827202583367272,fde,ml
103,1.9657462894970126,fde,ml
104,1.7459463540901226,fde,ml
105,0.7357973631226167,fde,ml
106,3.2253961943220384,fde,ml
107,1.5023566052212356,fde,ml
108,1.4322691718397402,fde,ml
109,0.10191144832765682,fde,ml
110,2.2574024511791655,fde,ml
111,0.49884920502094676,fde,ml
112,0.911857687694928,fde,ml
113,1.0721716070296763,fde,ml
114,0.503187723946768,fde,ml
115,0.34572074261235974,fde,ml
116,0.41993096138489805,fde,ml
117,1.1926211364949768,fde,ml
118,2.9257192080137937,fde,ml
119,1.3271031080398896,fde,ml
120,2.577365128395981,fde,ml
121,2.32253796968159,fde,ml
122,1.3826467592845537,fde,ml
123,0.7320696472534947,fde,ml
124,1.213885402432957,fde,ml
125,0.5684417733503804,fde,ml
126,1.0661344308153726,fde,ml
127,1.7993102263661425,fde,ml
128,1.0489781290155955,fde,ml
129,1.6341403471845062,fde,ml
130,1.3981057004446558,fde,ml
131,1.2341166164763704,fde,ml
132,0.35942292402340315,fde,ml
133,1.3318690561170288,fde,ml
134,0.41374099362500943,fde,ml
135,1.1368261421367423,fde,ml
136,0.7885227396153278,fde,ml
137,1.6757653078453456,fde,ml
138,1.6987027089691928,fde,ml
139,2.965327373606833,fde,ml
140,1.6227950515698055,fde,ml
141,0.7005703772875087,fde,ml
142,2.058255255939412,fde,ml
143,0.36132451832400825,fde,ml
144,0.0853661627323946,fde,ml
145,0.8915959476030723,fde,ml
146,1.7940078635083776,fde,ml
147,1.1271502174040664,fde,ml
148,0.3181697174443945,fde,ml
149,1.3983396561257833,fde,ml
150,1.0646956511987016,fde,ml
151,1.1588921455562045,fde,ml
152,1.2765447142695205,fde,ml
153,0.799975244489954,fde,ml
154,1.9594073839112576,fde,ml
155,1.8585182694068947,fde,ml
156,0.7021262110975456,fde,ml
157,2.300675881479152,fde,ml
158,1.0070058020225416,fde,ml
159,1.3849839491366445,fde,ml
160,0.4770793853177927,fde,ml
161,0.2643894198571012,fde,ml
162,2.391209767118419,fde,ml
163,0.46188742303351504,fde,ml
164,1.0973376537422481,fde,ml
165,1.1845291745542015,fde,ml
166,0.5791356085459297,fde,ml
167,0.4040262097571645,fde,ml
168,0.6159504023672026,fde,ml
169,3.4454397213810393,fde,ml
170,1.4240836744684953,fde,ml
171,2.8897166341294818,fde,ml
172,2.466938742163943,fde,ml
173,1.3223337395791916,fde,ml
174,0.7733828246660539,fde,ml
175,1.457235665841236,fde,ml
176,0.5123990332222477,fde,ml
177,1.0759873061704046,fde,ml
178,1.5025110433959057,fde,ml
179,1.091470602812494,fde,ml
180,1.693028281069818,fde,ml
181,1.3579030911458374,fde,ml
182,1.2421894631272037,fde,ml
183,0.520925873751307,fde,ml
184,1.3958554799048997,fde,ml
185,0.44834357110761003,fde,ml
186,1.1118776571618008,fde,ml
187,0.7088436187932772,fde,ml
188,1.0356452130717049,fde,ml
189,1.6269104222185418,fde,ml
190,1.6240859572418083,fde,ml
191,1.941796582016438,fde,ml
192,1.5650048080065009,fde,ml
193,0.41110722335621575,fde,ml
194,0.28054040832638283,fde,ml
195,1.099692072468624,fde,ml
196,1.2535285218587056,fde,ml
197,1.1777473844198787,fde,ml
198,0.06194992388058351,fde,ml
199,1.127021454958033,fde,ml
200,1.7016804918645791,fde,ml
201,1.3364650872810848,fde,ml
202,1.0886826995014416,fde,ml
203,0.9595774161690729,fde,ml
204,2.102407848546202,fde,ml
205,1.873851323742002,fde,ml
206,0.7865374193689136,fde,ml
207,2.3752655971089647,fde,ml
208,0.838228541363248,fde,ml
209,1.6536819156210096,fde,ml
210,0.02006617489885677,fde,ml
211,1.941580152593592,fde,ml
212,1.653974603456738,fde,ml
213,1.1719320398630295,fde,ml
214,0.3531409476999475,fde,ml
215,0.1759447735658633,fde,ml
216,0.40144704669145626,fde,ml
217,1.2727805789124054,fde,ml
218,1.3611502437358531,fde,ml
219,0.5680018317261587,fde,ml
220,0.4445746877658823,fde,ml
221,0.7458918778155074,fde,ml
222,4.03857535919028,fde,ml
223,1.5335561139877323,fde,ml
224,2.71402928606173,fde,ml
225,2.084390139154616,fde,ml
226,1.354314585820833,fde,ml
227,0.8411985098158732,fde,ml
228,1.6874410959726278,fde,ml
229,0.5266786487860962,fde,ml
230,0.9519485082013525,fde,ml
231,1.5376989454975807,fde,ml
232,1.0811433572001048,fde,ml
233,1.518474655076356,fde,ml
234,1.1908943023791823,fde,ml
235,1.198737142911521,fde,ml
236,0.7537372871118009,fde,ml
237,1.4182939543749749,fde,ml
238,0.4662553021517635,fde,ml
239,1.1368698688272516,fde,ml
240,0.9424726054355357,fde,ml
241,0.8793301857596484,fde,ml
242,1.0705423160360623,fde,ml
243,1.4252727746394238,fde,ml
244,2.5991569999355293,fde,ml
245,2.23983929049409,fde,ml
246,0.454563434394469,fde,ml
247,0.2558249683129619,fde,ml
248,0.8141578274064546,fde,ml
249,1.1151374775921372,fde,ml
250,0.8172190364614934,fde,ml
251,0.1373134974967188,fde,ml
252,0.9862377245829373,fde,ml
253,1.0682157201996971,fde,ml
254,1.540078539868897,fde,ml
255,1.029179481221336,fde,ml
256,1.0086713924255337,fde,ml
257,2.283593040593904,fde,ml
258,1.9715972536163848,fde,ml
259,0.8693451369151488,fde,ml
260,1.184677191726889,fde,ml
261,1.3500158524132222,fde,ml
262,1.7580982189010352,fde,ml
263,0.269035079896373,fde,ml
264,1.82291722873011,fde,ml
265,1.6378926449908686,fde,ml
266,1.4145420309580716,fde,ml
267,0.5564393455920233,fde,ml
268,0.508684009205753,fde,ml
269,0.35790193526731284,fde,ml
270,1.4336299246072233,fde,ml
271,1.5039914001923884,fde,ml
272,0.46889395215975815,fde,ml
273,0.6511974213634916,fde,ml
274,0.6510626712374951,fde,ml
275,4.5576862917915015,fde,ml
276,1.4296835710411642,fde,ml
277,2.5444237197596182,fde,ml
278,2.156890159848619,fde,ml
279,1.5521353646254763,fde,ml
280,1.9898199134030328,fde,ml
281,0.4778329633199951,fde,ml
282,1.0701383184009647,fde,ml
283,1.527295150324295,fde,ml
284,1.1325501685998278,fde,ml
285,1.457119355112897,fde,ml
286,1.078901786688712,fde,ml
287,1.0654006273927183,fde,ml
288,1.4691371589000757,fde,ml
289,0.5801764510765306,fde,ml
290,1.1250051047223304,fde,ml
291,0.8219170453444606,fde,ml
292,0.8330121156425389,fde,ml
293,1.5168397127871103,fde,ml
294,2.4349574805700103,fde,ml
295,1.713906932532401,fde,ml
296,0.5208576845581363,fde,ml
297,0.31349012684866173,fde,ml
298,0.3277567691969655,fde,ml
299,0.7879415159865197,fde,ml
300,1.3226911967649955,fde,ml
301,0.21145736792865416,fde,ml
302,0.4707557593472521,fde,ml
303,1.8377730452609908,fde,ml
304,1.7423536091023737,fde,ml
305,0.8127515928933046,fde,ml
306,1.0463737014702714,fde,ml
307,2.1489397939371178,fde,ml
308,2.085304415947485,fde,ml
309,1.0852450586485063,fde,ml
310,1.0007245213954732,fde,ml
311,1.7947600066470848,fde,ml
312,1.7540737580173031,fde,ml
313,0.4053875609480878,fde,ml
314,1.8256752517953891,fde,ml
315,1.5784109236012527,fde,ml
316,1.5736696790339002,fde,ml
317,1.609574782525961,fde,ml
318,0.814245051198078,fde,ml
319,0.2833409369108823,fde,ml
320,0.3185492793409839,fde,ml
321,1.5549958532060697,fde,ml
322,1.5742637113354008,fde,ml
323,0.45029738510188777,fde,ml
324,0.8079849995975058,fde,ml
325,0.6397050193965902,fde,ml
326,4.474506883717212,fde,ml
327,1.393750092382889,fde,ml
328,3.0634109316147575,fde,ml
329,2.4794820947430503,fde,ml
330,1.3879969055222423,fde,ml
331,2.072563053023363,fde,ml
332,0.4691774297712361,fde,ml
333,0.9919382077135831,fde,ml
334,1.3889099097506328,fde,ml
335,1.033049676213863,fde,ml
336,1.5027479134759465,fde,ml
337,1.0077300084457639,fde,ml
338,0.979221382560769,fde,ml
339,1.4210431233468974,fde,ml
340,0.7019427318685303,fde,ml
341,1.1826559679683264,fde,ml
342,0.8890551158355091,fde,ml
343,1.6038859347765608,fde,ml
344,2.545351522151661,fde,ml
345,0.6245734045883372,fde,ml
346,0.1864958860088924,fde,ml
347,0.5793132408640954,fde,ml
348,0.7167352955720505,fde,ml
349,2.516043394344867,fde,ml
350,0.12716156209218943,fde,ml
351,0.2706497149280852,fde,ml
352,2.367794208846404,fde,ml
353,2.0817904818212143,fde,ml
354,1.1751537827963259,fde,ml
355,1.1072196421063754,fde,ml
356,2.020805554024624,fde,ml
357,1.9425045503414144,fde,ml
358,1.2873012359270921,fde,ml
359,1.166315205782119,fde,ml
360,1.8178982330442965,fde,ml
361,1.8171131962624931,fde,ml
362,0.31352152425731167,fde,ml
363,1.9203932977323817,fde,ml
364,1.6979705974059645,fde,ml
365,1.7357704147295299,fde,ml
366,1.8080582765365176,fde,ml
367,1.0913675280416981,fde,ml
368,0.1886866837818391,fde,ml
369,0.2609944257988834,fde,ml
370,1.6846889514147656,fde,ml
371,1.500369104960277,fde,ml
372,0.42275031721928263,fde,ml
373,0.8922686312686513,fde,ml
374,0.6110736872401252,fde,ml
375,4.612807690536529,fde,ml
376,1.5065243327729714,fde,ml
377,3.092197007094898,fde,ml
378,2.7081973324544237,fde,ml
379,0.8785172723306384,fde,ml
380,2.27011926520515,fde,ml
381,0.42537696190235436,fde,ml
382,1.0346049184242974,fde,ml
383,1.3603181257481485,fde,ml
384,1.0641196381443765,fde,ml
385,1.448573553343162,fde,ml
386,0.6156372974714429,fde,ml
387,0.7455700449849659,fde,ml
388,1.236421281243865,fde,ml
389,0.7396822964835468,fde,ml
390,1.210309778029242,fde,ml
391,0.7718273185318764,fde,ml
392,1.7370901815610817,fde,ml
393,1.6533884996923278,fde,ml
394,0.2986427097213365,fde,ml
395,0.16013796223324794,fde,ml
396,0.6805966798301933,fde,ml
397,0.9275293291300433,fde,ml
398,2.657609518884767,fde,ml
399,0.2724361334843568,fde,ml
400,0.3451391823254515,fde,ml
401,2.2137337584742123,fde,ml
402,2.3466510210280163,fde,ml
403,1.6896320132952276,fde,ml
404,1.1243075538315088,fde,ml
405,1.9787041044567297,fde,ml
406,1.962100378806123,fde,ml
407,1.4184571036212488,fde,ml
408,0.6596641184564663,fde,ml
409,2.1384320570298225,fde,ml
410,1.9395523879234111,fde,ml
411,0.35665938538604397,fde,ml
412,1.7347663526237616,fde,ml
413,1.6905711620307375,fde,ml
414,1.8272384438709504,fde,ml
415,1.8458751451102997,fde,ml
416,1.236899988786912,fde,ml
417,0.6554301427234386,fde,ml
418,0.27331693039173593,fde,ml
419,1.8717357325044892,fde,ml
420,1.507617421066904,fde,ml
421,0.3977784924368343,fde,ml
422,1.0338422420180222,fde,ml
423,0.5171515383059782,fde,ml
424,4.631482909687897,fde,ml
425,1.4326301058919724,fde,ml
426,3.316131517270461,fde,ml
427,2.900993667650501,fde,ml
428,0.2481976486010117,fde,ml
429,2.438930708966026,fde,ml
430,0.07459520201255508,fde,ml
431,1.0874779098836804,fde,ml
432,1.2869033681800204,fde,ml
433,1.1017704227765601,fde,ml
434,1.243590401174623,fde,ml
435,0.24021655421815072,fde,ml
436,0.5278182308863079,fde,ml
437,1.211626050796804,fde,ml
438,0.8929044957745091,fde,ml
439,1.1600888257472985,fde,ml
440,1.064861986027123,fde,ml
441,1.8309447981585716,fde,ml
442,1.3014597259934078,fde,ml
