,value,metric,type
0,-1.3577112530287123,kde,best_of
1,0.10923100037813888,kde,best_of
2,-1.7965582075754154,kde,best_of
3,-2.262968250739928,kde,best_of
4,-1.6436486962102532,kde,best_of
5,-1.6347998536623158,kde,best_of
6,-1.2876409273095735,kde,best_of
7,-1.5070431793537127,kde,best_of
8,-2.0290645131966727,kde,best_of
9,-0.8470168774994753,kde,best_of
10,-0.4602727785650589,kde,best_of
11,0.056477350422129424,kde,best_of
12,-0.41602534683235165,kde,best_of
13,-1.165080830229418,kde,best_of
14,-0.9331039129392422,kde,best_of
15,-0.48721959226018596,kde,best_of
16,-1.2707369783581535,kde,best_of
17,-2.4548924726832975,kde,best_of
18,-2.6008482155290458,kde,best_of
19,-0.04370072945052941,kde,best_of
20,1.0556949252914687,kde,best_of
21,-1.7500677282371009,kde,best_of
22,7.290224016566872,kde,best_of
23,-1.1466449548992772,kde,best_of
24,-1.2822529337663495,kde,best_of
25,-0.15814078316686453,kde,best_of
26,-1.0902903070189456,kde,best_of
27,-0.8305011733176666,kde,best_of
28,-1.8355656785313583,kde,best_of
29,-1.098972817220833,kde,best_of
30,-2.480829913946018,kde,best_of
31,-1.7349690960331594,kde,best_of
32,-0.604095860690195,kde,best_of
33,0.9912578788398374,kde,best_of
34,0.276683707302948,kde,best_of
35,1.236638852173164,kde,best_of
36,-1.1096834773797437,kde,best_of
37,-0.9548929766089264,kde,best_of
38,-1.2559428132056232,kde,best_of
39,2.425120421612017,kde,best_of
40,-1.097478620449827,kde,best_of
41,-1.5252803616875352,kde,best_of
42,-0.5910312946988027,kde,best_of
43,-1.0548517319620963,kde,best_of
44,4.03326511996624,kde,best_of
45,-0.1982950300128609,kde,best_of
46,2.6424970379094974,kde,best_of
47,1.1900781584734852,kde,best_of
48,0.33967210313124496,kde,best_of
49,1.0475037700569654,kde,best_of
50,-1.5026445447895436,kde,best_of
51,-0.009127336630329358,kde,best_of
52,-0.5971407781935896,kde,best_of
53,-2.01875759725105,kde,best_of
54,0.6170669435783291,kde,best_of
55,0.45532467029424584,kde,best_of
56,-0.17951647371542392,kde,best_of
57,-1.1667196141288212,kde,best_of
58,2.9316436691441874,kde,best_of
59,-1.167510433809605,kde,best_of
60,-2.0376350187678725,kde,best_of
61,-1.2007736302826126,kde,best_of
62,-0.739784012503319,kde,best_of
63,-0.6313718982295564,kde,best_of
64,-1.3419059552812576,kde,best_of
65,-1.4767348471578718,kde,best_of
66,0.032282638143353526,kde,best_of
67,-1.0623253879280823,kde,best_of
68,2.952188779261043,kde,best_of
69,-0.7819462886621318,kde,best_of
70,-0.7565646279050918,kde,best_of
71,-1.6904669426609789,kde,best_of
72,-0.507062891713848,kde,best_of
73,-2.760276643007033,kde,best_of
74,0.41718702316961687,kde,best_of
75,-1.0760036536895692,kde,best_of
76,-1.7700916827342712,kde,best_of
77,0.3100412286146031,kde,best_of
78,-0.8834037782732094,kde,best_of
79,0.1217406878241315,kde,best_of
80,-1.4401298637179927,kde,best_of
81,-0.7664116421441232,kde,best_of
